key,value,translation,description,,
emergency,siren,,"Сирена, умеет выть. Большинство современных сирен оповещают о боевых действиях, воздушной атаке или приближении торнадо.",,
emergency,water_tank,,"Пожарный водоём -- искусственный или естественный источник (хранилище) воды, используемой при тушении пожаров.",,
emergency,assembly_point,,"Point or area, where people are crowd in a case of emergency",,
emergency,access_point,,Access points in areas which are hard to access (see also highway=emergency_access_point),,
emergency,По выбору пользователя,,Часто используемые значения по данным Taginfo,,
office,accountant,,"Бухгалтерия, аудиторская, финансовая компания.",,
office,administrative,,"Учреждение местной власти, административное или контролирующее учреждение, которое не имеет отношения к государственной власти.",,
office,architect,,"Архитектурная мастерская, дизайнерское бюро.",,
office,association,,"An office of a non-profit organisation, society, e.g. student, sport, consumer, automobile, bike association, etc…",,
office,company,,"Офис компании, не подпадающей под прочие категории.",,
office,educational_institution,,Администрация учебного заведения.,,
office,employment_agency,,Офис службы занятости или кадрового агентства.,,
office,estate_agent,,Офис агенства недвижимости или риэлтора.,,
office,forestry,,A forestry office.,,
office,foundation,,Офис Фонда (общественной организации),,
office,government,,Приёмная государственного властного учреждения.,,
office,guide,,"An office for tour guides, mountain guides, dive guides, etc.",,
office,insurance,,Офис страховой компании или страхового агента.,,
office,it,,Офис для ИТ-специалиста.,,
office,lawyer,,"Офис адвоката, юриста, нотариуса.",,
office,newspaper,,Офис издательства (редакция газеты или место приема объявлений в газету).,,
office,ngo,,Офис неправительственной организации.,,
office,notary,,See office=lawyer above.,,
office,political_party,,Приёмная или офис политической партии,,
office,private_investigator,,An office for a private investigator.,,
office,quango,,Офис квазиавтономной неправительственной организации.,,
office,realtor real_estate_agent,,"См.""estate agent""",,
office,register,,A register office / civil registry office. See also amenity=register_office.,,
office,religion,,An office of an religion instance. For example: parish office. Use additionally religion=* and denomination=*.,,
office,research,,"Научные учреждения, НИИ, проектные организации.",,
office,tax,,"Fiscal authorities, tax and revenue office.",,
office,telecommunication,,Офис телекоммуникационной компании.,,
office,travel_agent,,Офис агента турфирмы. Схожий тег shop=travel_agency,,
office,water_utility,,An office for a water utility company or water board.,,
office,Другие значения,,Все использованные значения тега согласно статитстике Taginfo,,
shop,alcohol,,Специализированный магазин по продаже алкогольной продукции. См. также shop=beverages.,,
shop,bakery,,"Хлебный магазин, булочная.",,
shop,beverages,,"Магазин напитков (как алкогольных, так и безалкогольных). См. также shop=alcohol.",,
shop,butcher,,Мясные и колбасные изделия.,,
shop,cheese,,"Магазин, специализирующийся на продаже сыра.",,
shop,chocolate,,"Магазин, специализирующийся на продаже шоколада.",,
shop,coffee,,"Магазин, специализирующийся на продаже кофе.",,
shop,confectionery,,Кондитерская.,,
shop,convenience,,"Небольшой магазин местного значения (шаговой доступности), обычно обладающий небольшим ассортиментом. Чаще всего в нем продаются продукты и повседневные товары.
Применим для большинства магазинов ""Продукты"", расположенных в спальных районах.",,
shop,deli,,"Магазин по продаже деликатесов, возможно, хорошего вина.",,
shop,dairy,,"Магазин, специализирующийся на продаже молочных продуктов.",,
shop,farm,,"Магазин, расположенный на ферме, продающий производимою продукцию.",,
shop,greengrocer,,"Специализированный магазин, продающий свежие фрукты и овощи.",,
shop,grocery,,Shop focused on selling food.,,
shop,organic,,Специализированный магазин по продаже натуральных продуктов.,,
shop,pasta,,"Shop focused on selling (fresh) pasta, ravioli, etc.",,
shop,seafood,,Магазин по продаже морепродуктов (рыбы).,,
shop,tea,,"Магазин, специализирующийся на продаже чая.",,
shop,wine,,Shop focused on selling wine.,,
shop,department_store,,"Универсам, универмаг, торговый дом. Магазин, имеющий несколько отделов различной направленности. См. также shop=mall.",,
shop,general,,Магазин продающий набор основных продуктов (см. также shop=convenience).,,
shop,kiosk,,Киоск (ларёк).,,
shop,mall,,"Торговый центр, торговый комплекс, молл.",,
shop,supermarket,,"Супермаркет, магазин самообслуживания.",,
shop,baby_goods,,"Магазины по продаже детских товаров (коляски, кроватки, питание, одежда).",,
shop,bag,,Магазин сумок.,,
shop,boutique,,"Магазин, специализирующийся на элитной, модной одежде, бутик.",,
shop,clothes,,Магазины по продаже одежды. См. также  shop=fashion и shop=shoes.,,
shop,fabric,,Магазин по продаже тканей.,,
shop,fashion,,Shop focused on selling fashion.,,
shop,jewelry,,Ювелирный магазин.,,
shop,leather,,Магазин по продаже изделий из кожи.,,
shop,shoes,,Обувной магазин.,,
shop,tailor,,Use craft=tailor instead.,,
shop,charity,,Благотворительный магазин (подержанных и/или новых товаров).,,
shop,second_hand,,"Секонд-хенд. Магазин, где можно купить или продать одежду, бывшую в употреблении.",,
shop,variety_store,,"Розничный магазин который продает недорогие товары, иногда весь товар по одной цене (например: всё по 100 руб.).",,
shop,beauty,,"Салон красоты, маникюра, спа и т.п., но не парикмахерская. См. также shop=hairdresser.",,
shop,chemist,,"Бытовая химия, предметы гигиены, косметика.",,
shop,cosmetics,,Магазин по продаже косметики.,,
shop,drugstore,,Этот тег устарел.,,
shop,erotic,,"Магазин по продаже эротических игрушек, одежды и аксессуаров.",,
shop,hairdresser,,Парикмахерская.,,
shop,hearing_aids,,Специализированный магазин по продаже слуховых аппаратов. См. также amenity=audiologist.,,
shop,herbalist,,"Место по продаже трав, преимущественно используемых в медицинских целях",,
shop,massage,,Массажный салон.,,
shop,medical_supply,,Магазин по продаже медицинских изделий.,,
shop,optician,,"Оптика (очки, контактные линзы).",,
shop,tattoo,,Татуировочный салон.,,
shop,bathroom_furnishing,,"Сантехника - ванные, душевые, унитазы и фурнитура.",,
shop,doityourself,,Специализированный магазин по продаже инструментов и принадлежностей для самостоятельного ремонта жилища и обустройства участка.,,
shop,energy,,Shop focused on selling energy,,
shop,florist,,"Магазин флористики (продажа цветов, букетов). См. также shop=garden_centre.",,
shop,furnace,,Магазин продающий системы отопления.,,
shop,garden_centre,,"Магазин по продаже семян, растений, садовых и огородных принадлежностей.",,
shop,gas,,"Магазин продающий газ в баллонах(такие как аргон, кислород, ацетилен азот и другие)",,
shop,glaziery,,Магазин по продаже и установке стекол для окон и дверей.,,
shop,hardware,,"Хозяйственный магазин, продающий болты, гайки, крепеж, петли, краски и т.п.",,
shop,houseware,,"Shop focused on selling crockery, cutlery, kitchenware, small household appliances.",,
shop,locksmith,,"Shop focused on selling keys, see also craft=locksmith and craft=key_cutter",,
shop,paint,,Магазин по продаже красок.,,
shop,trade,,Оптовый склад,,
shop,antiques,,"Магазин, торгующий антиквариатом (предметами старины).",,
shop,bed,,Магазин специализирующийся на продаже кроватей и матрасов.,,
shop,candles,,"Магазин, специализирующийся на продаже свечей и принадлежностей для них: подсвечники и т.п.",,
shop,carpet,,Ковровый магазин,,
shop,curtain,,"Магазин по продаже штор, портьер (см. также shop=fabric)",,
shop,furniture,,Мебельный магазин.,,
shop,interior_decoration,,"Магазин декора, внутренней отделки, художественного оформления.",,
shop,kitchen,,Магазин где Вы можете купить/заказать кухню (кухонная/мебельная студия).,,
shop,window_blind,,"Магазин, продающий шторы, маркизы, жалюзи, ставни.",,
shop,computer,,"Компьютерный магазин.
Продажа компьютеров, ноутбуков, комплектующих, периферийного оборудования, программного обеспечения.",,
shop,electronics,,Магазин по продаже бытовой электроники.,,
shop,hifi,,Магазин по продаже Hi-Fi и Hi-End аудио и видео-аппаратуры.,,
shop,mobile_phone,,"Магазин, занимающиеся продажей мобильных телефонов и аксессуаров для них.",,
shop,radiotechnics,,"Магазин по продаже радиодеталей , электронных компонентов, электротехнических изделий, радиоизмерительных приборов, расходных материалов для радио и электротехники.",,
shop,vacuum_cleaner,,Магазин по продаже пылесосов.,,
shop,bicycle,,"Магазин по продаже велосипедов, запчастей и снаряжения. Возможно наличие услуг по ремонту или аренде.",,
shop,car,,Автосалон.,,
shop,car_repair,,"Автомастерская, автосервис.",,
shop,car_parts,,"Магазин, продающий автозапчасти, автомобильные аксессуары, автомобильные масла, автохимию и т.п.",,
shop,fishing,,Магазин рыболовных принадлежностей и снаряжения.,,
shop,free_flying,,Shop focused on selling free flying equipment.,,
shop,hunting,,Охотничий магазин - продажа оружия и принадлежностей.,,
shop,motorcycle,,Магазин по продаже и/или мастерская по обслуживанию мототехники.,,
shop,outdoor,,"Магазин, продающий товары для туризма, рыбалки, альпинизма и другого активного отдыха (в том числе GPS).",,
shop,scuba_diving,,Shop focused on selling scuba diving equipment.,,
shop,sports,,Магазин по продаже спортивных товаров.,,
shop,tyres,,Магазин по продаже шин.,,
shop,water_sports,,Магазин товаров для водных видов спорта.,,
shop,art,,"Магазин, частная галерея искусств, на которой можно приобрести эти работы.",,
shop,craft,,"An arts and crafts supply store. Commonly sold items are paper, canvas, paint, pencils, crafting wood, crafting tools, etc. - look at craft=*",,
shop,frame,,"Магазин продающий рамки, багет, постеры.",,
shop,games,,"Shop focused on selling board games, card games and/or role-playing games.",,
shop,music,,"Музыкальный магазин (музыка на виниловых пластинках, CD и т.п.).",,
shop,musical_instrument,,Магазин музыкальных инструментов.,,
shop,photo,,"Магазин товаров и услуг, связанных с фотографией.",,
shop,video,,"Магазин, продающий или дающий на прокат видеофильмы, DVD-диски. Видеопрокат.",,
shop,video_games,,"Магазин, специализирующийся на продаже видеоигр.",,
shop,anime,,"Магазин, специализирующийся на продаже аниме.",,
shop,books,,Книжный магазин. Для библиотек используйте amenity=library.,,
shop,gift,,"Продажа подарков и поздравительных открыток.
Возможна продажа туристических сувениров возле важных достопримечательностей.",,
shop,newsagent,,"Магазин, продающий газеты, журналы, сигареты, шоколад...
См. также shop=kiosk.",,
shop,stationery,,Специализированный магазин по продаже канцелярских товаров.,,
shop,ticket,,"Магазин или офис по продаже билетов на концерты, общественный транспорт ...",,
shop,copyshop,,Магазин предлагающий услуги фотокопирования (ксерокса) и распечатки документов.,,
shop,dry_cleaning,,"Химчистка, пункт приема вещей в химчистку.",,
shop,funeral_directors,,Похоронные/ритуальные услуги.,,
shop,laundry,,Прачечная.,,
shop,money_lender,,"Кредитор, предлагающий небольшие кредиты/заёмы под большой процент.",,
shop,pawnbroker,,Ломбард. Частный или индивидуальный бизнес по выдаче денежных сумм в залог имущества.,,
shop,pet,,"Магазин, продающий животных, а так же корм, игрушки и прочие аксессуары для них.",,
shop,pyrotechnics,,"Магазин пиротехники: фейерверки, петарды, бенгальские свечи и т.д.",,
shop,religion,,"Магазин религиозных товаров, церковная лавка. См. также religion=*.",,
shop,tobacco,,"Магазин продающий табак, сигареты и принадлежности к ним",,
shop,toys,,"Магазин игрушек, ""Детский мир"".",,
shop,travel_agency,,"Туристическое агентство, агентство путешествий.",,
shop,vacant,,"Не используйте этот тег больше. Свободное место - это не магазин и не должно отображаться на картах как магазин. Используйте disused:shop=* вместо. Не удаляйте магазин, который был закрыт: это может быть полезно, чтобы избежать путаницы с другими картографами, которые могут не знать об этом (пожалуйста, оставьте note=*). Тогда вы можете сохранить соответствующий объект и просто редактировать его, когда новый магазин откроется на том же месте.",,
shop,weapons,,"Магазин оружия (ножи, огнестрельное оружие и др.).",,
shop,user defined,,Не бойтесь добавлять необходимые Вам объекты. Все использованные значения тега согласно статитстике Taginfo,,
craft,agricultural_engines,,Проектирование и сборка механизмов и инструментов для сельского хозяйства,,
craft,basket_maker,,"Плетение корзин, чаще всего из ивняка",,
craft,beekeeper,,"Пчеловодство: место, где разводят пчёл для получения мёда, пчелиного воска или пыльцы",,
craft,blacksmith,,"Кузница: место работы кузнеца, производят инструменты, подковы и прочее из железа",,
craft,brewery,,Пивоварня,,
craft,boatbuilder,,Проектирование и постройка лодок,,
craft,bookbinder,,Переплётная мастерская: здесь собирают книги из листов бумаги,,
craft,carpenter,,"Столярная мастерская: сюда обращаются за услугами по постройке деревянных домов, мебели и прочего",,
craft,carpet_layer,,"Здесь работают люди, укладывающие ковры или ковролин",,
craft,caterer,,Кейтеринговое агентство: подготовка и организация банкетов по адресу заказчика,,
craft,clockmaker,,"Производство или ремонт часов, или нанесение на них гравировки. Для мест, занимающихся только наручными часами можно указать craft=watchmaker",,
craft,confectionery,,"Небольшая кондитерская, производящая сладости",,
craft,dressmaker,,"Офис портного: пошив одежды на заказ, ремонт одежды. См. также craft=tailor",,
craft,electrician,,"Электрик: прокладка проводов, ремонт электрических устройств",,
craft,gardener,,"Садовник, или ландшафтный дизайнер",,
craft,glaziery,,"Стеклорезная мастерская: здесь выбирают, режут, устанавливают и заменяют стекло в частных, производственных и художественных целях",,
craft,handicraft,,Производство полезных или декоративных штук полностью вручную или с использованием простых инструментов,,
craft,hvac,,Офис установщика кондиционеров и систем вентиляции,,
craft,insulation,,Офис специалиста по утеплению жилых помещений,,
craft,jeweller,,"Ювелир: здесь можно купить или починить цепочки, кольца, броши, серёжки, браслеты и подобное",,
craft,key_cutter,,Изготовление дубликатов ключей,,
craft,locksmith,,Изготовление и ремонт замков и ключей,,
craft,metal_construction,,"Изготовление изделий из металла: перил, ворот, решёток и прочего",,
craft,optician,,Оптика: продажа и подгонка линз для корректировки зрения,,
craft,painter,,Маляр,,
craft,parquet_layer,,"Паркетные работы, укладка паркета",,
craft,photographer,,Офис или рабочее место профессионального фотографа,,
craft,photographic_laboratory,,Проявочная мастерская: проявка и печать фотографий,,
craft,plasterer,,Гипсовая мастеркая: офис мастера по добавлению слоя гипса на стены помещения или декорированию стен или потолка гипсом,,
craft,plumber,,Сантехник: мастер по установке и обслуживанию сантехники и водопроводной техники,,
craft,pottery,,"Гончарная мастерская: производство глиняной посуды, гончарных изделий, керамики и фарфора",,
craft,rigger,,"Офис или рабочее месте специалиста по производству снастей, мачт, рей, парусов для лодок и других судов",,
craft,roofer,,Мастер по укладке или ремонту крыш,,
craft,saddler,,"Место, где делают и чинят сиденья для машин и лодок",,
craft,sailmaker,,Офис или рабочее место мастера по пошиву и починке парусов,,
craft,sawmill,,Пилорама: здесь деревья превращаются в доски,,
craft,scaffolder,,Офис специалистов по постройке лесов: временных конструкций для поддержки формы при постройке зданий и прочих больших структур,,
craft,sculptor,,Скульптор,,
craft,shoemaker,,Пошив и/или ремонт обуви,,
craft,stand_builder,,Офис фирмы по производству торговых палаток и лотков для ярмарок,,
craft,stonemason,,Камнетёс: здесь камню придают форму,,
craft,sun_protection,,"Место изготовления, ремонта или сборки средств защиты от солнца, например навесы и жалюзи.",,
craft,sweep,,Офис трубочиста: прочистка дымоходов,,
craft,tailor,,"Ателье: профессиональные пошив, ремонт и ушивка одежды, чаще — костюмов и мужской одежды",,
craft,tiler,,"Плиточные работы: укладка плитки, кафеля в ванную, на полы, в плавательные бассейны",,
craft,tinsmith,,"Жестянщик, лудильщик: изготовление и починка изделий из лёгких цветных металлов, часто из жести",,
craft,upholsterer,,"Драпировщик: мастерская по обивке мебели, особенно кресел",,
craft,watchmaker,,"Часовщик, изготавливающий и ремонтирующий наручные/карманные часы. Сегодня обычно только ремонтирующий. Для остальных видов часов можно указать craft=clockmaker",,
craft,window_construction,,Изготовление окон,,
craft,winery,,Produces wine,,
craft,Своё значение,,Все использованные значения тега согласно статитстике Taginfo,,
tourism,alpine_hut,,Домики в горах для альпинистов. [6],,
tourism,apartment,,"This stands for a holiday apartment or holiday flat which is a place that can be rented for holiday purposes. They do not offer services like receptions, bars or breakfast like a hotel or a guesthouse would, although, normally these include a cooking facility. This tag can be applied to a building accommodating one or more holiday flats. It may be similar to the tag tourism=chalet where these are found more as single houses in mountain regions, whereas, apartment is often found in villages, and in buildings with several flats.",,
tourism,attraction,,"Места так или иначе интересные для туристов. Общее обозначение, обычно требует уточнения (к примеру historic=*)",,
tourism,artwork,,Выставленные на общественное обозрение произведения изобразительного искусства,,
tourism,camp_site,,"Кемпинги, палаточные городки, места для установки палаток, туристические стоянки",,
tourism,caravan_site,,"Пункты на караванном пути, где можно встать на ночь или дольше",,
tourism,chalet,,Съёмные дома,,
tourism,gallery,,"Art gallery or art museum is an area or typically a building that displays a variety of visual art exhibitions; The most common exhibits being paintings, contemporary art or photography. This is not to be confused with tourism=museum.",,
tourism,guest_house,,"(Guest House) Походные дома, гостевые дома — места, где можно снять место на ночь и позавтракать",,
tourism,hostel,,"Общежития, Хостелы, молодёжные гостиницы. От гостиниц отличаются тем, что в одной комнате могут проживать незнакомые (изначально) люди",,
tourism,hotel,,"Гостиницы, отели, пансионы",,
tourism,information,,"Информационные киоски, стенды, терминалы, карты (предлагается истользовать information=* — смотрите также: Proposed_features/information)",,
tourism,motel,,Мотели — гостиницы для автотуристов,,
tourism,museum,,Музеи,,
tourism,picnic_site,,"Места для отдыха на природе, пикника. Могут быть оборудованы столами, скамейками, и т. п.",,
tourism,theme_park,,"Парки аттракционов, лунапарки",,
tourism,viewpoint,,"Места, с хорошим обзором, живописным видом, смотровые площадки",,
tourism,wilderness_hut,,"Удаленная избушка в лесной глуши или просто в уединенных местах отдаленных от населенных пунктов. Обязательно есть стены, крыша, спальные места, часто присутствует печь. В Сибири охотничья, лесная изба (приют) обычно без присутствия хозяина, построившего помещение.",,
tourism,zoo,,"Зоопарки, зоосады",,
tourism,yes,,другие места для туристов,,
tourism,user defined,,Все использованные значения тега согласно статитстике Taginfo,,
historic,archaeological_site,,"Места раскопок, открытые для посещения",,
historic,aircraft,,"Списанный самолёт, использующийся не по прямому назначнению как музейный экспонат, памятник или помещение. Располагается на постоянном месте.",,
historic,battlefield,,"Поля сражений, места битв. Могут быть как на суше, так и на море",,
historic,boundary_stone,,Камень обозначающий историческую границу,,
historic,building,,"If it's not clear what type a historic building has, it can be tagged as a generic building.",,
historic,castle,,"Средневековые военные укрепления: замки, кремли, форты, крепости",,
historic,cannon,,Имеющая историческое значение или более не использующаяся пушка. Обычно находятся в фортах или на полях сражений.,,
historic,city_gate,,Городские ворота,,
historic,citywalls,,A  defensive wall is a fortification used to protect a city or settlement from potential aggressors.,,
historic,farm,,"Историческая ферма, сохранившаяся в своём исходном состоянии. Смотрите, например, ферму Oost-Bellegoed в Ипре: https://inventaris.onroerenderfgoed.be/dibe/relict/30592",,
historic,fort,,Форт,,
historic,manor,,"Историческая усадьба, особняк или дом дворян/землевладельцев",,
historic,memorial,,"Памятники (небольшие), мемориалы, памятные плиты, таблички",,
historic,monument,,Монументы,,
historic,ruins,,"Развалины, в зачительной мере разрушенные крепости, дома",,
historic,rune_stone,,Рунические камни,,
historic,ship,,"Судно-памятник, музей",,
historic,tomb,,Historic tomb,,
historic,tree_shrine,,"Отдельное стоящее дерево для поклонения или изображение образа поклонения, установленное на дереве.",,
historic,wayside_cross,,"Исторический (обычно христианский) крест. Часто встречаются вдоль дорог на юге Германии, в Австрии и, возможно, в других странах.",,
historic,wayside_shrine,,"Религиозная святыня, часто имеющая религиозное происхождение. Часто встречаются вдоль дорог в России, на юге Германии, в Австрии и, возможно, в других странах.",,
historic,wreck,,"Суда, потерпевшие крушение",,
historic,yes,,"Используется для указания исторического интереса к чему-либо, описанному другими тегами",,
historic,user defined,,Все использованные значения тега согласно статитстике Taginfo,,
landuse,allotments,,"Земельные участки, предоставленные местным жителям для выращивания овощей и цветов. Можно использовать для обозначения садоводческих товариществ, приусадебных участков, огородов. Allotment_(gardening)",,
landuse,basin,,Бассейны стока,,
landuse,brownfield,,Расчищенные от строений районы под новую застройку,,
landuse,cemetery,,"Кладбища.  religion=""religion"" религия захоронения (список здесь) Малые захоронения можно указывать как amenity=""grave_yard""",,
landuse,commercial,,Деловые районы,,
landuse,conservation,,"Protected areas (Not approved) Alternate tagging of same thing: boundary=protected_area, protected_area=*",,
landuse,construction,,"Стройки, места, в которых производится сооружение чего-либо",,
landuse,farm,,"Сельскохозяйственные угодья, территории для выращивания сельскохозяйственных культур (овощи, злаковые культуры, цветы), выпаса животных. Колхозы, совхозы, фермы",,
landuse,farmland,,"Synonyme for farm, used in JOSM because farm was considered ambiguous (see ticket #1579). Farmland has now been used more often (see taginfo comparison).",,
landuse,farmyard,,"Сельскохозяственные дворы; территории при колхозах, фермах, где расположены подсобные строения",,
landuse,forest,,"Земельные участки, закреплённые за лесничествами, в которых регулярно проводятся:- посадка леса;- вырубка;- прореживание и чистка.Доп. теги:+ name=<название леса/лесничества>+ wood=coniferous/deciduous/mixed/shrubs (хвойный/лиственный/смешанный/кустарник)+ operator=<Управляющая организация>
В остальных случаях следует указывать natural=wood, особенно, когда вы отмечаете не землепользование, а физическую сущность на поверхности - деревья, а значит natural.",,
landuse,garages,,"Гаражи. Одноэтажные прямоугольные строения в виде соединённых боковыми стенками боксов для хранения автомобилей. Часто гаражи сделаны из кирпича или металлических листов. Обычно эта область принадлежит гаражному кооперативу, с собственным названием, председателем, бюджетом, правилами, охраной, и т.д. Иногда под гаражом хозяин строит подвальное помещение, в котором хранятся картошка, огурцы или может оборудовать подземную отапливаемую комнату для посиделок с друзьями.",,
landuse,grass,,"Луга, обширные территории покрытые травой",,
landuse,greenfield,,"Районы под застройку, ранее не застраивавшиеся",,
landuse,greenhouse_horticulture,,Теплицы (крытая территория для выращивания растений),,
landuse,industrial,,"Промышленные территории, территории заводов, фабрик, мастерских",,
landuse,landfill,,Свалки,,
landuse,meadow,,"Сенокосные угодья, луга, территории покрытые преимущественно травой и другими не древесными растениями. Если территория не используется человеком, то natural=heath.",,
landuse,military,,Зоны военных баз и полигонов. См. также military=*,,
landuse,orchard,,Искусственные посадки деревьев и кустарников для пищевой промышленности,,
landuse,pasture,,"(Proposed in Proposed features/pasture:) An area of land primarily vegetated by grass, used for grazing.",,
landuse,plant_nursery,,Искусственные посадки саженцев деревьев и кустарников для выращивания взрослых растений. Питомники,,
landuse,quarry,,"Места открытой выработки полезных ископаемых, песка, камня, грунта: карьеры, котлованы",,
landuse,railway,,"Территории, относящиеся к железнодорожному хозяйству",,
landuse,recreation_ground,,"Открытые зеленые пространства для общего отдыха, которые могут включать площадки, сетки и так далее, как правило, муниципальные, но также, возможно, частные, в колледжах или компаниях. В России не используется",,
landuse,reservoir,,"Искусственные водоёмы, резервуары. Крытые резервуары: man_made=reservoir_covered. Альтернативное обозначение — см. water=reservoir.",,
landuse,residential,,"Участки, занятые преимущественно жилыми строениями.",,
landuse,retail,,"Торговые территории, в т.ч. рынки: landuse=retail + amenity=marketplace",,
landuse,salt_pond,,Соляные разработки,,
landuse,village_green,,Общественная территория внутри населенного пункта. Используется для проведения массовых мероприятий. Как правило представляет из себя газон или мини-парк.,,
landuse,vineyard,,Виноградники,,
landuse,Задаётся пользователем,,Все использованные значения тега согласно статитстике Taginfo,,
military,airfield,,Военные аэродромы,,
military,bunker,,"Укрепления: бункеры, огневые точки, блиндажи. Также исторические",,
military,barracks,,Казармы.,,
military,checkpoint,,"Контрольно-пропускной пункт. Место доступа в запрещённую или охраняемую зону, где гражданские посетители и транспорт проверяются военными.",,
military,danger_area,,"Полигоны, опасные зоны, в которых запрещено находиться гражданским",,
military,naval_base,,Военно-морские базы,,
military,obstacle_course,,Армейская полоса препятствий,,
military,range,,"Стрельбища, стрелковые, бомбометательные полигоны",,
military,training_area,,Место для тренировки солдат и испытания оружия и других военных технологий.,,
military,Определяется пользователем,,Все использованные значения тега согласно статитстике Taginfo,,
natural,bare_rock,,"Область с редкой или отсутствующей растительностью, так что становится видна коренная порода.",,
natural,fell,,"Пустыри,  территории, заросшие травой",,
natural,moor,,"Upland areas, characterised by low-growing vegetation on acidic soils.",,
natural,grassland,,"Природные районы, где преобладают злаки и другие травянистые (не древесные) растения. Исключение составляют посевные площади и водно-болотные угодия.",,
natural,heath,,"Обширная, довольно ровная область необрабатываемой земли, обычно с грубой неплодородной почвой. Как правило имеется растительность в виде травы или редких кустов, если кустарники преобладают, то natural=scrub.",,
natural,mud,,"Ил, глина",,
natural,sand,,"Поверхность земли покрытая главным образом песком, без или с незначительной растительностью",,
natural,scrub,,Кустарниковые заросли,,
natural,stone,,"Отдельно лежащий камень, эрратический валун",,
natural,tree,,Отдельно стоящие или выдающиеся деревья,,
natural,tree_row,,Линия деревьев,,
natural,wetland,,"Затопленные местности: болота, топи, марши, лаймы. См. также wetland=*",,
natural,wood,,"Лесные массивы и скопления деревьев за исключением территорий лесничеств и охотохозяйств, обозначаемых landuse=forest, в том числе:- лесозаградительные полосы в полях, вдоль дорог и т.п.;- лесные массивы, закреплённые за лесничествами, в которых не проводятся вырубка и лесопосадка, в т.ч. охотохозяйства;- лесные массивы с неизвестным статусом;- отдельные небольшие группы деревьев (см. также natural=tree);- лесопарковые зоны, бульвары, парки, заказники (та их часть, которая покрыта деревьями; для обозначения всей озеленённой территории могут использоваться теги leisure=park и landuse=natural_reserve) Доп. теги:+ name=<название леса>+ wood=coniferous/deciduous/mixed (хвойный/лиственный/смешанный)",,
natural,bay,,"Заливы, бухты",,
natural,beach,,"Отлогие береговые зоны, приливные зоны, покрытые камнями, галькой, песком",,
natural,coastline,,"Береговые линии. Используется, когда линии не замкнуты. Рисуем, придерживаясь правила: земля — слева по ходу движения, вода — справа. См. также waterway=riverbank",,
natural,spring,,"Источники, родники",,
natural,water,,"Водные поверхности: озёра, водоемы и т.д. Рисуя водоемы нужно придерживаться следующего правила для корректной отрисовки: земля - слева по ходу движения, вода - справа. Т.е. водоём нужно рисовать по часовой стрелке.",,
